"","Usage","Month","value"
"1704","Health_care","X2017.1",2238438
"1705","Transportation_services","X2017.1",416973
"1706","Recreation_services","X2017.1",555664
"1707","Food_services_and_accommodations","X2017.1",908282
"1708","Financial_services_and_insurance","X2017.1",1065725
"1709","Motor_vehicles_and_parts","X2017.2",504613
"1710","Furnishings_and_durable_household_equipment","X2017.2",309353
"1711","Recreational_goods_and_vehicles","X2017.2",366732
"1712","Other_durable_goods","X2017.2",189327
"1713","Food_and_beverages_purchased_for_off-premises_consumption","X2017.2",999251
"1714","Clothing_and_footwear","X2017.2",395879
"1715","Gasoline_and_other_energy_goods","X2017.2",325411
"1716","Other_nondurable_goods","X2017.2",1049610
"1717","Housing_and_utilities","X2017.2",2344776
"1718","Health_care","X2017.2",2234273
"1719","Transportation_services","X2017.2",423787
"1720","Recreation_services","X2017.2",562155
"1721","Food_services_and_accommodations","X2017.2",911807
"1722","Financial_services_and_insurance","X2017.2",1072231
"1723","Motor_vehicles_and_parts","X2017.3",506960
"1724","Furnishings_and_durable_household_equipment","X2017.3",311891
"1725","Recreational_goods_and_vehicles","X2017.3",375410
"1726","Other_durable_goods","X2017.3",188285
"1727","Food_and_beverages_purchased_for_off-premises_consumption","X2017.3",1002525
"1728","Clothing_and_footwear","X2017.3",399220
"1729","Gasoline_and_other_energy_goods","X2017.3",324189
"1730","Other_nondurable_goods","X2017.3",1055222
"1731","Housing_and_utilities","X2017.3",2349014
"1732","Health_care","X2017.3",2226292
"1733","Transportation_services","X2017.3",422987
"1734","Recreation_services","X2017.3",558750
"1735","Food_services_and_accommodations","X2017.3",908594
"1736","Financial_services_and_insurance","X2017.3",1069301
"1737","Motor_vehicles_and_parts","X2017.4",512078
"1738","Furnishings_and_durable_household_equipment","X2017.4",311377
"1739","Recreational_goods_and_vehicles","X2017.4",371273
"1740","Other_durable_goods","X2017.4",188550
"1741","Food_and_beverages_purchased_for_off-premises_consumption","X2017.4",1000855
"1742","Clothing_and_footwear","X2017.4",397434
"1743","Gasoline_and_other_energy_goods","X2017.4",326777
"1744","Other_nondurable_goods","X2017.4",1053762
"1745","Housing_and_utilities","X2017.4",2353864
"1746","Health_care","X2017.4",2224608
"1747","Transportation_services","X2017.4",423079
"1748","Recreation_services","X2017.4",557710
"1749","Food_services_and_accommodations","X2017.4",907559
"1750","Financial_services_and_insurance","X2017.4",1069288
"1751","Motor_vehicles_and_parts","X2017.5",523467
"1752","Furnishings_and_durable_household_equipment","X2017.5",314662
"1753","Recreational_goods_and_vehicles","X2017.5",373132
"1754","Other_durable_goods","X2017.5",190405
"1755","Food_and_beverages_purchased_for_off-premises_consumption","X2017.5",1009294
"1756","Clothing_and_footwear","X2017.5",401532
"1757","Gasoline_and_other_energy_goods","X2017.5",327035
"1758","Other_nondurable_goods","X2017.5",1059740
"1759","Housing_and_utilities","X2017.5",2352148
"1760","Health_care","X2017.5",2230443
"1761","Transportation_services","X2017.5",424753
"1762","Recreation_services","X2017.5",558105
"1763","Food_services_and_accommodations","X2017.5",907924
"1764","Financial_services_and_insurance","X2017.5",1072154
"1765","Motor_vehicles_and_parts","X2017.6",531961
"1766","Furnishings_and_durable_household_equipment","X2017.6",318221
"1767","Recreational_goods_and_vehicles","X2017.6",371679
"1768","Other_durable_goods","X2017.6",193879
"1769","Food_and_beverages_purchased_for_off-premises_consumption","X2017.6",1007371
"1770","Clothing_and_footwear","X2017.6",398668
"1771","Gasoline_and_other_energy_goods","X2017.6",325705
"1772","Other_nondurable_goods","X2017.6",1056746
"1773","Housing_and_utilities","X2017.6",2350280
"1774","Health_care","X2017.6",2243674
"1775","Transportation_services","X2017.6",431391
"1776","Recreation_services","X2017.6",559164
"1777","Food_services_and_accommodations","X2017.6",911223
"1778","Financial_services_and_insurance","X2017.6",1075731
"1779","Motor_vehicles_and_parts","X2017.7",519087
"1780","Furnishings_and_durable_household_equipment","X2017.7",320720
"1781","Recreational_goods_and_vehicles","X2017.7",376212
"1782","Other_durable_goods","X2017.7",194013
"1783","Food_and_beverages_purchased_for_off-premises_consumption","X2017.7",1012997
"1784","Clothing_and_footwear","X2017.7",402644
"1785","Gasoline_and_other_energy_goods","X2017.7",324918
"1786","Other_nondurable_goods","X2017.7",1058183
"1787","Housing_and_utilities","X2017.7",2344996
"1788","Health_care","X2017.7",2255237
"1789","Transportation_services","X2017.7",434228
"1790","Recreation_services","X2017.7",553067
"1791","Food_services_and_accommodations","X2017.7",911754
"1792","Financial_services_and_insurance","X2017.7",1075902
"1793","Motor_vehicles_and_parts","X2017.8",549068
"1794","Furnishings_and_durable_household_equipment","X2017.8",325535
"1795","Recreational_goods_and_vehicles","X2017.8",380857
"1796","Other_durable_goods","X2017.8",193559
"1797","Food_and_beverages_purchased_for_off-premises_consumption","X2017.8",1021371
"1798","Clothing_and_footwear","X2017.8",402929
"1799","Gasoline_and_other_energy_goods","X2017.8",324476
"1800","Other_nondurable_goods","X2017.8",1069210
"1801","Housing_and_utilities","X2017.8",2353710
"1802","Health_care","X2017.8",2261342
"1803","Transportation_services","X2017.8",436317
"1804","Recreation_services","X2017.8",547632
"1805","Food_services_and_accommodations","X2017.8",916865
"1806","Financial_services_and_insurance","X2017.8",1078002
"1807","Motor_vehicles_and_parts","X2017.9",555524
"1808","Furnishings_and_durable_household_equipment","X2017.9",327301
"1809","Recreational_goods_and_vehicles","X2017.9",378781
"1810","Other_durable_goods","X2017.9",192881
"1811","Food_and_beverages_purchased_for_off-premises_consumption","X2017.9",1020271
"1812","Clothing_and_footwear","X2017.9",398794
"1813","Gasoline_and_other_energy_goods","X2017.9",323086
"1814","Other_nondurable_goods","X2017.9",1068743
"1815","Housing_and_utilities","X2017.9",2358465
"1816","Health_care","X2017.9",2259301
"1817","Transportation_services","X2017.9",437067
"1818","Recreation_services","X2017.9",547109
"1819","Food_services_and_accommodations","X2017.9",914043
"1820","Financial_services_and_insurance","X2017.9",1077925
"1821","Motor_vehicles_and_parts","X2017.10",553999
"1822","Furnishings_and_durable_household_equipment","X2017.10",335668
"1823","Recreational_goods_and_vehicles","X2017.10",392781
"1824","Other_durable_goods","X2017.10",196358
"1825","Food_and_beverages_purchased_for_off-premises_consumption","X2017.10",1024550
"1826","Clothing_and_footwear","X2017.10",408600
"1827","Gasoline_and_other_energy_goods","X2017.10",319759
"1828","Other_nondurable_goods","X2017.10",1081369
"1829","Housing_and_utilities","X2017.10",2360001
"1830","Health_care","X2017.10",2264775
"1831","Transportation_services","X2017.10",437828
"1832","Recreation_services","X2017.10",551066
"1833","Food_services_and_accommodations","X2017.10",922789
"1834","Financial_services_and_insurance","X2017.10",1081790
"1835","Motor_vehicles_and_parts","X2017.11",559751
"1836","Furnishings_and_durable_household_equipment","X2017.11",340944
"1837","Recreational_goods_and_vehicles","X2017.11",403660
"1838","Other_durable_goods","X2017.11",195793
"1839","Food_and_beverages_purchased_for_off-premises_consumption","X2017.11",1037234
"1840","Clothing_and_footwear","X2017.11",413816
"1841","Gasoline_and_other_energy_goods","X2017.11",328854
"1842","Other_nondurable_goods","X2017.11",1089295
"1843","Housing_and_utilities","X2017.11",2382982
"1844","Health_care","X2017.11",2269225
"1845","Transportation_services","X2017.11",445025
"1846","Recreation_services","X2017.11",554415
"1847","Food_services_and_accommodations","X2017.11",925782
"1848","Financial_services_and_insurance","X2017.11",1083041
"1849","Motor_vehicles_and_parts","X2018",542601
"1850","Furnishings_and_durable_household_equipment","X2018",339451
"1851","Recreational_goods_and_vehicles","X2018",409375
"1852","Other_durable_goods","X2018",196972
"1853","Food_and_beverages_purchased_for_off-premises_consumption","X2018",1036622
"1854","Clothing_and_footwear","X2018",414783
"1855","Gasoline_and_other_energy_goods","X2018",325284
"1856","Other_nondurable_goods","X2018",1087210
"1857","Housing_and_utilities","X2018",2381145
"1858","Health_care","X2018",2277825
"1859","Transportation_services","X2018",451671
"1860","Recreation_services","X2018",558049
"1861","Food_services_and_accommodations","X2018",924788
"1862","Financial_services_and_insurance","X2018",1079016
"1863","Motor_vehicles_and_parts","X2018.1",545954
"1864","Furnishings_and_durable_household_equipment","X2018.1",341004
"1865","Recreational_goods_and_vehicles","X2018.1",419240
"1866","Other_durable_goods","X2018.1",199262
"1867","Food_and_beverages_purchased_for_off-premises_consumption","X2018.1",1038237
"1868","Clothing_and_footwear","X2018.1",415655
"1869","Gasoline_and_other_energy_goods","X2018.1",314320
"1870","Other_nondurable_goods","X2018.1",1088583
"1871","Housing_and_utilities","X2018.1",2355835
"1872","Health_care","X2018.1",2283852
"1873","Transportation_services","X2018.1",450912
"1874","Recreation_services","X2018.1",565756
"1875","Food_services_and_accommodations","X2018.1",926295
"1876","Financial_services_and_insurance","X2018.1",1078936
"1877","Motor_vehicles_and_parts","X2018.2",545585
"1878","Furnishings_and_durable_household_equipment","X2018.2",340048
"1879","Recreational_goods_and_vehicles","X2018.2",414408
"1880","Other_durable_goods","X2018.2",197684
"1881","Food_and_beverages_purchased_for_off-premises_consumption","X2018.2",1038910
"1882","Clothing_and_footwear","X2018.2",399981
"1883","Gasoline_and_other_energy_goods","X2018.2",329311
"1884","Other_nondurable_goods","X2018.2",1088332
"1885","Housing_and_utilities","X2018.2",2381578
"1886","Health_care","X2018.2",2289097
"1887","Transportation_services","X2018.2",449735
"1888","Recreation_services","X2018.2",563409
"1889","Food_services_and_accommodations","X2018.2",932642
"1890","Financial_services_and_insurance","X2018.2",1076779
"1891","Motor_vehicles_and_parts","X2018.3",539614
"1892","Furnishings_and_durable_household_equipment","X2018.3",336271
"1893","Recreational_goods_and_vehicles","X2018.3",416191
"1894","Other_durable_goods","X2018.3",200249
"1895","Food_and_beverages_purchased_for_off-premises_consumption","X2018.3",1032760
"1896","Clothing_and_footwear","X2018.3",404445
"1897","Gasoline_and_other_energy_goods","X2018.3",321791
"1898","Other_nondurable_goods","X2018.3",1092934
"1899","Housing_and_utilities","X2018.3",2394315
"1900","Health_care","X2018.3",2286528
"1901","Transportation_services","X2018.3",449833
"1902","Recreation_services","X2018.3",564687
"1903","Food_services_and_accommodations","X2018.3",922130
"1904","Financial_services_and_insurance","X2018.3",1076599
"1905","Motor_vehicles_and_parts","X2018.4",555678
"1906","Furnishings_and_durable_household_equipment","X2018.4",338851
"1907","Recreational_goods_and_vehicles","X2018.4",419335
"1908","Other_durable_goods","X2018.4",201721
"1909","Food_and_beverages_purchased_for_off-premises_consumption","X2018.4",1043369
"1910","Clothing_and_footwear","X2018.4",412023
"1911","Gasoline_and_other_energy_goods","X2018.4",323526
"1912","Other_nondurable_goods","X2018.4",1097679
"1913","Housing_and_utilities","X2018.4",2372190
"1914","Health_care","X2018.4",2292805
"1915","Transportation_services","X2018.4",448560
"1916","Recreation_services","X2018.4",562357
"1917","Food_services_and_accommodations","X2018.4",932950
"1918","Financial_services_and_insurance","X2018.4",1076783
"1919","Motor_vehicles_and_parts","X2018.5",547592
"1920","Furnishings_and_durable_household_equipment","X2018.5",340333
"1921","Recreational_goods_and_vehicles","X2018.5",418735
"1922","Other_durable_goods","X2018.5",202973
"1923","Food_and_beverages_purchased_for_off-premises_consumption","X2018.5",1033348
"1924","Clothing_and_footwear","X2018.5",402599
"1925","Gasoline_and_other_energy_goods","X2018.5",326929
"1926","Other_nondurable_goods","X2018.5",1091416
"1927","Housing_and_utilities","X2018.5",2381279
"1928","Health_care","X2018.5",2303886
"1929","Transportation_services","X2018.5",447069
"1930","Recreation_services","X2018.5",563835
"1931","Food_services_and_accommodations","X2018.5",946726
"1932","Financial_services_and_insurance","X2018.5",1077858
"1933","Motor_vehicles_and_parts","X2018.6",554387
"1934","Furnishings_and_durable_household_equipment","X2018.6",340600
"1935","Recreational_goods_and_vehicles","X2018.6",417520
"1936","Other_durable_goods","X2018.6",201291
"1937","Food_and_beverages_purchased_for_off-premises_consumption","X2018.6",1037353
"1938","Clothing_and_footwear","X2018.6",410107
"1939","Gasoline_and_other_energy_goods","X2018.6",324652
"1940","Other_nondurable_goods","X2018.6",1097060
"1941","Housing_and_utilities","X2018.6",2380951
"1942","Health_care","X2018.6",2318822
"1943","Transportation_services","X2018.6",445577
"1944","Recreation_services","X2018.6",563688
"1945","Food_services_and_accommodations","X2018.6",953070
"1946","Financial_services_and_insurance","X2018.6",1074273
"1947","Motor_vehicles_and_parts","X2018.7",555340
"1948","Furnishings_and_durable_household_equipment","X2018.7",340489
"1949","Recreational_goods_and_vehicles","X2018.7",423984
"1950","Other_durable_goods","X2018.7",202532
"1951","Food_and_beverages_purchased_for_off-premises_consumption","X2018.7",1035843
"1952","Clothing_and_footwear","X2018.7",412534
"1953","Gasoline_and_other_energy_goods","X2018.7",324684
"1954","Other_nondurable_goods","X2018.7",1099532
"1955","Housing_and_utilities","X2018.7",2386143
"1956","Health_care","X2018.7",2326298
"1957","Transportation_services","X2018.7",445392
"1958","Recreation_services","X2018.7",567400
"1959","Food_services_and_accommodations","X2018.7",953682
"1960","Financial_services_and_insurance","X2018.7",1072706
"1961","Motor_vehicles_and_parts","X2018.8",551261
"1962","Furnishings_and_durable_household_equipment","X2018.8",339551
"1963","Recreational_goods_and_vehicles","X2018.8",421969
"1964","Other_durable_goods","X2018.8",201065
"1965","Food_and_beverages_purchased_for_off-premises_consumption","X2018.8",1038136
"1966","Clothing_and_footwear","X2018.8",405510
"1967","Gasoline_and_other_energy_goods","X2018.8",319466
"1968","Other_nondurable_goods","X2018.8",1107005
"1969","Housing_and_utilities","X2018.8",2389598
"1970","Health_care","X2018.8",2321058
"1971","Transportation_services","X2018.8",443307
"1972","Recreation_services","X2018.8",566568
"1973","Food_services_and_accommodations","X2018.8",940220
"1974","Financial_services_and_insurance","X2018.8",1068464
"1975","Motor_vehicles_and_parts","X2018.9",544847
"1976","Furnishings_and_durable_household_equipment","X2018.9",338528
"1977","Recreational_goods_and_vehicles","X2018.9",423724
"1978","Other_durable_goods","X2018.9",204828
"1979","Food_and_beverages_purchased_for_off-premises_consumption","X2018.9",1043830
"1980","Clothing_and_footwear","X2018.9",408089
"1981","Gasoline_and_other_energy_goods","X2018.9",319295
"1982","Other_nondurable_goods","X2018.9",1113596
"1983","Housing_and_utilities","X2018.9",2398927
"1984","Health_care","X2018.9",2307519
"1985","Transportation_services","X2018.9",445447
"1986","Recreation_services","X2018.9",563415
"1987","Food_services_and_accommodations","X2018.9",947962
"1988","Financial_services_and_insurance","X2018.9",1068706
"1989","Motor_vehicles_and_parts","X2018.10",558725
"1990","Furnishings_and_durable_household_equipment","X2018.10",341790
"1991","Recreational_goods_and_vehicles","X2018.10",437835
"1992","Other_durable_goods","X2018.10",208466
"1993","Food_and_beverages_purchased_for_off-premises_consumption","X2018.10",1052519
"1994","Clothing_and_footwear","X2018.10",417561
"1995","Gasoline_and_other_energy_goods","X2018.10",321737
"1996","Other_nondurable_goods","X2018.10",1130425
"1997","Housing_and_utilities","X2018.10",2406171
"1998","Health_care","X2018.10",2302221
"1999","Transportation_services","X2018.10",443012
"2000","Recreation_services","X2018.10",561480
"2001","Food_services_and_accommodations","X2018.10",946835
"2002","Financial_services_and_insurance","X2018.10",1066346
"2003","Motor_vehicles_and_parts","X2018.11",557330
"2004","Furnishings_and_durable_household_equipment","X2018.11",334095
"2005","Recreational_goods_and_vehicles","X2018.11",406572
"2006","Other_durable_goods","X2018.11",200859
"2007","Food_and_beverages_purchased_for_off-premises_consumption","X2018.11",1037148
"2008","Clothing_and_footwear","X2018.11",402699
"2009","Gasoline_and_other_energy_goods","X2018.11",325550
"2010","Other_nondurable_goods","X2018.11",1100876
"2011","Housing_and_utilities","X2018.11",2392312
"2012","Health_care","X2018.11",2311776
"2013","Transportation_services","X2018.11",444817
"2014","Recreation_services","X2018.11",565129
"2015","Food_services_and_accommodations","X2018.11",940238
"2016","Financial_services_and_insurance","X2018.11",1063817
"2017","Motor_vehicles_and_parts","X2019",517505
"2018","Furnishings_and_durable_household_equipment","X2019",336914
"2019","Recreational_goods_and_vehicles","X2019",431175
"2020","Other_durable_goods","X2019",205870
"2021","Food_and_beverages_purchased_for_off-premises_consumption","X2019",1054269
"2022","Clothing_and_footwear","X2019",410191
"2023","Gasoline_and_other_energy_goods","X2019",325605
"2024","Other_nondurable_goods","X2019",1122619
"2025","Housing_and_utilities","X2019",2394594
"2026","Health_care","X2019",2335477
"2027","Transportation_services","X2019",446620
"2028","Recreation_services","X2019",562078
"2029","Food_services_and_accommodations","X2019",938794
"2030","Financial_services_and_insurance","X2019",1065673
"2031","Motor_vehicles_and_parts","X2019.1",520485
"2032","Furnishings_and_durable_household_equipment","X2019.1",333250
"2033","Recreational_goods_and_vehicles","X2019.1",435022
"2034","Other_durable_goods","X2019.1",206634
"2035","Food_and_beverages_purchased_for_off-premises_consumption","X2019.1",1038043
"2036","Clothing_and_footwear","X2019.1",411486
"2037","Gasoline_and_other_energy_goods","X2019.1",329245
"2038","Other_nondurable_goods","X2019.1",1129802
"2039","Housing_and_utilities","X2019.1",2399093
"2040","Health_care","X2019.1",2353723
"2041","Transportation_services","X2019.1",451866
"2042","Recreation_services","X2019.1",564615
"2043","Food_services_and_accommodations","X2019.1",937915
"2044","Financial_services_and_insurance","X2019.1",1057027
"2045","Motor_vehicles_and_parts","X2019.2",545506
"2046","Furnishings_and_durable_household_equipment","X2019.2",337709
"2047","Recreational_goods_and_vehicles","X2019.2",438942
"2048","Other_durable_goods","X2019.2",211134
"2049","Food_and_beverages_purchased_for_off-premises_consumption","X2019.2",1051226
"2050","Clothing_and_footwear","X2019.2",417996
"2051","Gasoline_and_other_energy_goods","X2019.2",324900
"2052","Other_nondurable_goods","X2019.2",1134339
"2053","Housing_and_utilities","X2019.2",2406388
"2054","Health_care","X2019.2",2368903
"2055","Transportation_services","X2019.2",457079
"2056","Recreation_services","X2019.2",571082
"2057","Food_services_and_accommodations","X2019.2",943392
"2058","Financial_services_and_insurance","X2019.2",1057571
"2059","Motor_vehicles_and_parts","X2019.3",532273
"2060","Furnishings_and_durable_household_equipment","X2019.3",342145
"2061","Recreational_goods_and_vehicles","X2019.3",446295
"2062","Other_durable_goods","X2019.3",209567
"2063","Food_and_beverages_purchased_for_off-premises_consumption","X2019.3",1059804
"2064","Clothing_and_footwear","X2019.3",418409
"2065","Gasoline_and_other_energy_goods","X2019.3",326102
"2066","Other_nondurable_goods","X2019.3",1131293
"2067","Housing_and_utilities","X2019.3",2398427
"2068","Health_care","X2019.3",2371741
"2069","Transportation_services","X2019.3",459442
"2070","Recreation_services","X2019.3",568279
"2071","Food_services_and_accommodations","X2019.3",943854
"2072","Financial_services_and_insurance","X2019.3",1049746
"2073","Motor_vehicles_and_parts","X2019.4",544243
"2074","Furnishings_and_durable_household_equipment","X2019.4",345482
"2075","Recreational_goods_and_vehicles","X2019.4",460790
"2076","Other_durable_goods","X2019.4",210063
"2077","Food_and_beverages_purchased_for_off-premises_consumption","X2019.4",1061838
"2078","Clothing_and_footwear","X2019.4",420356
"2079","Gasoline_and_other_energy_goods","X2019.4",320775
"2080","Other_nondurable_goods","X2019.4",1143270
"2081","Housing_and_utilities","X2019.4",2401083
"2082","Health_care","X2019.4",2373378
"2083","Transportation_services","X2019.4",461666
"2084","Recreation_services","X2019.4",571021
"2085","Food_services_and_accommodations","X2019.4",948413
"2086","Financial_services_and_insurance","X2019.4",1046197
"2087","Motor_vehicles_and_parts","X2019.5",541918
"2088","Furnishings_and_durable_household_equipment","X2019.5",346042
"2089","Recreational_goods_and_vehicles","X2019.5",466575
"2090","Other_durable_goods","X2019.5",207542
"2091","Food_and_beverages_purchased_for_off-premises_consumption","X2019.5",1070630
"2092","Clothing_and_footwear","X2019.5",420074
"2093","Gasoline_and_other_energy_goods","X2019.5",323450
"2094","Other_nondurable_goods","X2019.5",1154077
"2095","Housing_and_utilities","X2019.5",2398308
"2096","Health_care","X2019.5",2375013
"2097","Transportation_services","X2019.5",467789
"2098","Recreation_services","X2019.5",576145
"2099","Food_services_and_accommodations","X2019.5",955094
"2100","Financial_services_and_insurance","X2019.5",1045556
"2101","Motor_vehicles_and_parts","X2019.6",543231
"2102","Furnishings_and_durable_household_equipment","X2019.6",350521
"2103","Recreational_goods_and_vehicles","X2019.6",472884
"2104","Other_durable_goods","X2019.6",213279
"2105","Food_and_beverages_purchased_for_off-premises_consumption","X2019.6",1082482
"2106","Clothing_and_footwear","X2019.6",423707
"2107","Gasoline_and_other_energy_goods","X2019.6",317951
"2108","Other_nondurable_goods","X2019.6",1154492
"2109","Housing_and_utilities","X2019.6",2413340
"2110","Health_care","X2019.6",2381650
"2111","Transportation_services","X2019.6",470690
"2112","Recreation_services","X2019.6",573405
"2113","Food_services_and_accommodations","X2019.6",958876
"2114","Financial_services_and_insurance","X2019.6",1041161
"2115","Motor_vehicles_and_parts","X2019.7",542636
"2116","Furnishings_and_durable_household_equipment","X2019.7",352547
"2117","Recreational_goods_and_vehicles","X2019.7",475768
"2118","Other_durable_goods","X2019.7",214992
"2119","Food_and_beverages_purchased_for_off-premises_consumption","X2019.7",1082837
"2120","Clothing_and_footwear","X2019.7",421347
"2121","Gasoline_and_other_energy_goods","X2019.7",324488
"2122","Other_nondurable_goods","X2019.7",1157831
"2123","Housing_and_utilities","X2019.7",2415411
"2124","Health_care","X2019.7",2392701
"2125","Transportation_services","X2019.7",475574
"2126","Recreation_services","X2019.7",578292
"2127","Food_services_and_accommodations","X2019.7",961894
"2128","Financial_services_and_insurance","X2019.7",1047344
"2129","Motor_vehicles_and_parts","X2019.8",551524
"2130","Furnishings_and_durable_household_equipment","X2019.8",353260
"2131","Recreational_goods_and_vehicles","X2019.8",477311
"2132","Other_durable_goods","X2019.8",216192
"2133","Food_and_beverages_purchased_for_off-premises_consumption","X2019.8",1073867
"2134","Clothing_and_footwear","X2019.8",414387
"2135","Gasoline_and_other_energy_goods","X2019.8",318188
"2136","Other_nondurable_goods","X2019.8",1163697
"2137","Housing_and_utilities","X2019.8",2424758
"2138","Health_care","X2019.8",2402886
"2139","Transportation_services","X2019.8",477775
"2140","Recreation_services","X2019.8",577191
"2141","Food_services_and_accommodations","X2019.8",964665
"2142","Financial_services_and_insurance","X2019.8",1046503
"2143","Motor_vehicles_and_parts","X2019.9",532145
"2144","Furnishings_and_durable_household_equipment","X2019.9",354898
"2145","Recreational_goods_and_vehicles","X2019.9",476726
"2146","Other_durable_goods","X2019.9",213457
"2147","Food_and_beverages_purchased_for_off-premises_consumption","X2019.9",1073688
"2148","Clothing_and_footwear","X2019.9",422231
"2149","Gasoline_and_other_energy_goods","X2019.9",318368
"2150","Other_nondurable_goods","X2019.9",1162130
"2151","Housing_and_utilities","X2019.9",2426266
"2152","Health_care","X2019.9",2410772
"2153","Transportation_services","X2019.9",478999
"2154","Recreation_services","X2019.9",578711
"2155","Food_services_and_accommodations","X2019.9",971477
"2156","Financial_services_and_insurance","X2019.9",1049133
"2157","Motor_vehicles_and_parts","X2019.10",555750
"2158","Furnishings_and_durable_household_equipment","X2019.10",356938
"2159","Recreational_goods_and_vehicles","X2019.10",481413
"2160","Other_durable_goods","X2019.10",213518
"2161","Food_and_beverages_purchased_for_off-premises_consumption","X2019.10",1075522
"2162","Clothing_and_footwear","X2019.10",421314
"2163","Gasoline_and_other_energy_goods","X2019.10",319229
"2164","Other_nondurable_goods","X2019.10",1165077
"2165","Housing_and_utilities","X2019.10",2435157
"2166","Health_care","X2019.10",2420107
"2167","Transportation_services","X2019.10",482670
"2168","Recreation_services","X2019.10",579574
"2169","Food_services_and_accommodations","X2019.10",973691
"2170","Financial_services_and_insurance","X2019.10",1052129
"2171","Motor_vehicles_and_parts","X2019.11",557491
"2172","Furnishings_and_durable_household_equipment","X2019.11",361053
"2173","Recreational_goods_and_vehicles","X2019.11",483674
"2174","Other_durable_goods","X2019.11",216054
"2175","Food_and_beverages_purchased_for_off-premises_consumption","X2019.11",1078986
"2176","Clothing_and_footwear","X2019.11",427452
"2177","Gasoline_and_other_energy_goods","X2019.11",313007
"2178","Other_nondurable_goods","X2019.11",1164082
"2179","Housing_and_utilities","X2019.11",2421046
"2180","Health_care","X2019.11",2427102
"2181","Transportation_services","X2019.11",473049
"2182","Recreation_services","X2019.11",576962
"2183","Food_services_and_accommodations","X2019.11",983883
"2184","Financial_services_and_insurance","X2019.11",1055666
"2185","Motor_vehicles_and_parts","X2020",524828
"2186","Furnishings_and_durable_household_equipment","X2020",363470
"2187","Recreational_goods_and_vehicles","X2020",490531
"2188","Other_durable_goods","X2020",220440
"2189","Food_and_beverages_purchased_for_off-premises_consumption","X2020",1072531
"2190","Clothing_and_footwear","X2020",424848
"2191","Gasoline_and_other_energy_goods","X2020",314642
"2192","Other_nondurable_goods","X2020",1171995
"2193","Housing_and_utilities","X2020",2412793
"2194","Health_care","X2020",2440400
"2195","Transportation_services","X2020",479604
"2196","Recreation_services","X2020",579089
"2197","Food_services_and_accommodations","X2020",987940
"2198","Financial_services_and_insurance","X2020",1051667
"2199","Motor_vehicles_and_parts","X2020.1",529375
"2200","Furnishings_and_durable_household_equipment","X2020.1",361594
"2201","Recreational_goods_and_vehicles","X2020.1",488633
"2202","Other_durable_goods","X2020.1",218350
"2203","Food_and_beverages_purchased_for_off-premises_consumption","X2020.1",1074160
"2204","Clothing_and_footwear","X2020.1",422570
"2205","Gasoline_and_other_energy_goods","X2020.1",310956
"2206","Other_nondurable_goods","X2020.1",1182093
"2207","Housing_and_utilities","X2020.1",2433249
"2208","Health_care","X2020.1",2443591
"2209","Transportation_services","X2020.1",477375
"2210","Recreation_services","X2020.1",571737
"2211","Food_services_and_accommodations","X2020.1",978097
"2212","Financial_services_and_insurance","X2020.1",1049747
"2213","Motor_vehicles_and_parts","X2020.2",410842
"2214","Furnishings_and_durable_household_equipment","X2020.2",336276
"2215","Recreational_goods_and_vehicles","X2020.2",469762
"2216","Other_durable_goods","X2020.2",176372
"2217","Food_and_beverages_purchased_for_off-premises_consumption","X2020.2",1277992
"2218","Clothing_and_footwear","X2020.2",310375
"2219","Gasoline_and_other_energy_goods","X2020.2",270733
"2220","Other_nondurable_goods","X2020.2",1233928
"2221","Housing_and_utilities","X2020.2",2434503
"2222","Health_care","X2020.2",2096836
"2223","Transportation_services","X2020.2",356011
"2224","Recreation_services","X2020.2",448625
"2225","Food_services_and_accommodations","X2020.2",712815
"2226","Financial_services_and_insurance","X2020.2",1053247
"2227","Motor_vehicles_and_parts","X2020.3",363585
"2228","Furnishings_and_durable_household_equipment","X2020.3",286542
"2229","Recreational_goods_and_vehicles","X2020.3",452431
"2230","Other_durable_goods","X2020.3",126151
"2231","Food_and_beverages_purchased_for_off-premises_consumption","X2020.3",1121415
"2232","Clothing_and_footwear","X2020.3",227289
"2233","Gasoline_and_other_energy_goods","X2020.3",208226
"2234","Other_nondurable_goods","X2020.3",1154272
"2235","Housing_and_utilities","X2020.3",2456181
"2236","Health_care","X2020.3",1656981
"2237","Transportation_services","X2020.3",269077
"2238","Recreation_services","X2020.3",319964
"2239","Food_services_and_accommodations","X2020.3",470562
"2240","Financial_services_and_insurance","X2020.3",1039268
"2241","Motor_vehicles_and_parts","X2020.4",528101
"2242","Furnishings_and_durable_household_equipment","X2020.4",355495
"2243","Recreational_goods_and_vehicles","X2020.4",545406
"2244","Other_durable_goods","X2020.4",164408
"2245","Food_and_beverages_purchased_for_off-premises_consumption","X2020.4",1151166
"2246","Clothing_and_footwear","X2020.4",324289
"2247","Gasoline_and_other_energy_goods","X2020.4",249337
"2248","Other_nondurable_goods","X2020.4",1224368
"2249","Housing_and_utilities","X2020.4",2458895
"2250","Health_care","X2020.4",1978380
"2251","Transportation_services","X2020.4",295058
"2252","Recreation_services","X2020.4",337212
"2253","Food_services_and_accommodations","X2020.4",596727
"2254","Financial_services_and_insurance","X2020.4",1031768
"2255","Motor_vehicles_and_parts","X2020.5",560645
